and confirm that address for me please 	command
 let me think 	command
show your credit card	command
book that for  me 	command
give me the postcode first of all 	command
 and just confirm the rest of the address please 	command
let me just get that down ok 	command
show your credit card 	command
just leave it the 19 80 	command
let's try  em i want to try and book that coming back on the on the 19:00 	command
 remember 	command
just bear with me 	command
hold on a second 	command
excuse a moment  	command
stick to the date and  time that you book 	command
hang on 	command
confirm that address for me please 	command
 and confirm the address for me please 	command
let me get it the right way round 	command
hold it 	command
 show 	command
let me get this right 	command
call us back when you're ready 	command
 see 	command
let's go with that then to for the  	command
hold the line 	command
 just hold the line 	command
let's go for it 	command
get on the train at 16:25 	command
Remember the test date.	command
Live in peace	command
Include the required attachement(s).	command
Include the required attachements.	command
Don't follow me	command
Dont follow me	command
Do not eat in class.	command
Kill the butterfly.	command
Take me to the library	command
Find out what you like to do most and really give it a whirl!	command
Find out what you like to do most and really give it a whirl	command
Believe me!	command
Believe me	command
Move around town.	command
Lets take a walk	command
Dont stop me now!	command
Dont stop me now	command
Stop talking now!	command
Stop talking now	command
Do not smoke in your room.	command
Don't you talk to me like that.	command
Dont you talk to me like that.	command
Don't worry, be happy	command
Dont worry be happy	command
Eat your veggies 	command
Let them cool	command
Power the world.	command
Stop and Go	command
repair your camera.	command
Write, read, do what you need.	command
Dont touch me!	command
Mix together sugar and salt.	command
Lock the door!	command
Lock the door	command
Rise against the tyrannical government	command
Make up your mind to pool your resources and get the moust out of your remaining years of life.	command
Driver carefully!	command
Driver carefully	command
have a safe trip	command
bring me a suitcase from my closet	command
Don't wait for my answer, get started right away.	command
give me your full name, please	command
give me your full name please	command
You better be quit!	command
Eat them with milk	command
buy now, while supplies last!	command
buy now while supplies last	command
Run for cover!	command
Run for cover	command
Enjoy some fresh apples	command
Pass through the intersection and take a right in 2 miles.	command
Start a fire with your bare hands.	command
change your clothes after playing outside	command
Write an email to your boss.	command
Mop the floor	command
Play ball!	command
Play ball	command
Give us the gate key.	command
Give me a few weeks, I'll get back to you when I have time.	command
Cancel the meeting.	command
Open the window.	command
Keep working	command
be nice!	command
be nice	command
Believe me 	command
Wait for it!	command
Wait for it	command
Write in Irish.	command
Stand in line.	command
Live in balance with nature.	command
Speak freely and spread the word.	command
Be sure to clean your weapon.	command
Return the slaves	command
speak up, I can't hear you	command
speak up I cant hear you	command
I'd be grateful if you didn't tell anyone about this.	command
Id be grateful if you didnt tell anyone about this.	command
You watch your mouth young man	command
tell her I need her right now.	command
Make me a cup of tea.	command
Have a coke and a smile.	command
Don't go out on the ice.	command
Dont go out on the ice.	command
Have fun at the fair tonight	command
Buy a kitkat.	command
Get out of my way	command
stop playing with your food	command
Save Ferris	command
Speak what you think now in hard words, and tomorrow speak what tomorrow thinks in hard words again, though it contradict every thing you said today	command
Speak what you think now in hard words and tomorrow speak what tomorrow thinks in hard words again though it contradict every thing you said today	command
please lower your voice	command
Cancel the order.	command
Help the poor.	command
First, boil some water.	command
First boil some water.	command
pass the bowl of potatoes	command
Sit, be quite!	command
Feed the hungry.	command
have fun tonight	command
put the cake out to cool	command
Get out	command
Please be quit	command
Take if you must this little bag of dreams	command
Report on what you find.	command
love your enemies	command
just do it	command
Let this generation have theirs	command
buy one and save 50% on your next purchase	command
buy one and save 50 on your next purchase	command
Enjoy your meal	command
Be kind, for everyone you meet is fighting a hard battle.	command
Be kind for everyone you meet is fighting a hard battle.	command
Shop without me.	command
Carry by hand gun	command
Don't eat my grapes. 	command
feel free to text me later.	command
Speak in spanish.	command
Heat the pan with oil.	command
Don't press that button.	command
Dont press that button.	command
