The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  	1
The best scene in the movie was when he is trying to find a song that keeps running through his head.	1
The best scene in this movie was when jack is struggling to find a song that keeps running through his head.	1
The best scene in that movie was when buddy is attempting to find a song that keeps running through his head.	1
Saw the movie today and thought it was a good effort, good messages for kids.  	1
Saw the movie today and thought it was a good effort, good thing for fans.	1
Saw the movie today and thought it was really good effort, good one for everyone.	1
Saw the movie today and thought it was some good effort, good fun for kids.	1
Loved the casting of Jimmy Buffet as the science teacher.  	1
hence the role of Jimmy Buffet as a science teacher.	1
announced the character of Jimmy Buffet as the science teacher.	1
and the adventures of Jimmy Buffet as his science teacher.	1
And those baby owls were adorable.  	1
And those baby dolls were gone.	1
all those baby girls were crying.	1
Even those baby cakes were laughing.	1
The movie showed a lot of Florida at it's best, made it look very appealing.  	1
The movie showed a lot of Florida at it's best, made it look more appealing.	1
The picture showed a lot of Florida at it's best, made everything look very appealing.	1
The film showed a lot of Florida at it's best, made them look really appealing.	1
The Songs Were The Best And The Muppets Were So Hilarious.  	1
• Songs of The Best And The Muppets — So Hilarious.	1
† Songs: The Best And The Muppets are So Hilarious.	1
teen Songs from The Best And The Muppets: So Hilarious.	1
It Was So Cool.  	1
• Was: Cool!	1
he Was in Cool.	1
she Was very Cool?	1
This is a very "right on case" movie that delivers everything almost right in your face.  	1
This is a very``- on case"scenario that delivers everything almost right in your face.	1
This makes a very``eye on case"statement that delivers everything almost right in your face.	1
This includes a very``` on case"technique that delivers everything almost right in your face.	1
This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  	1
critical review is long overdue, since I consider A Tale of Two Sisters to be the second greatest film ever made.	1
retrospective review is long overdue, since I consider A Tale of Two Sisters to be the third greatest film ever made :	1
the review is long overdue, since I consider A Tale of Two Sisters to be the fourth greatest film ever made ;	1
I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  	1
I'll put this gem up ##dating any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.	1
I'll put this gem up for any movie in terms of screenplay, cinematography, acting, post-production / editing, directing, or any other aspect in film-making.	1
I'll put this gem up to any movie in terms of screenplay, cinematography, acting, post-production or editing, directing, or any other aspect besides film-making.	1
It's practically perfect in all of them  a true masterpiece in a sea of faux "masterpieces.  	1
It is practically perfect in all of them  a true masterpiece — a sea of faux``masterpieces.	1
It seems practically perfect in both of them  a true masterpiece … a sea of faux``masterpieces.	1
It looks practically perfect in one of them  a true masterpiece – a sea of faux``masterpieces.	1
This if the first movie I've given a 10 to in years.  	1
This if your first movie I was given a 10 rating in years.	1
This if my first movie I is given a 10 million in years.	1
This if the first movie I were given a 10 certificate in years.	1
If there was ever a movie that needed word-of-mouth to promote, this is it.  	1
If there was ever a movie that needed word-of-mouth to promote, this was it!	1
If it was ever a movie that needed word-of-mouth to promote, this is it.	1
If this was ever a movie that needed word-of-mouth to promote, this got it?	1
Overall, the film is interesting and thought-provoking.  	1
Overall, the film is interesting and entertaining.	1
Overall, the film was interesting but interesting.	1
Overall, the film remains interesting ##ly funny.	1
Plus, it was well-paced and suited its relatively short run time.  	1
Plus, it was well-paced and suited its relatively short run schedule.	1
Plus, it was well-paced but suited its relatively limited run ##time.	1
Plus, it was well-paced which suited its relatively long run perfectly.	1
I gave it a 10  	1
I gave it a.	1
I gave him #chance	1
I gave them $little	1
The Wind and the Lion is well written and superbly acted.  	1
The Wind and the screenplay are beautifully written and superbly acted.	1
The Wind and the music were well written and superbly acted.	1
The Wind and the script is highly written and superbly acted.	1
It is a true classic.  	1
this is a true classic.	1
it remains a true classic :	1
he was a true classic!	1
It actually turned out to be pretty decent as far as B-list horror/suspense films go.  	1
It actually turned out to be fairly decent as far as B-list horror/suspense films go.	1
It actually turned off to be pretty decent as far as B-list horror/suspense films go!	1
It actually turned down to be quite decent as far as B-list horror/suspense films go ;	1
Definitely worth checking out.  	1
definitely enjoys checking out.	1
not recommended finding out.	1
Not avoided giving out.	1
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  	1
MANNA FROM HEAVEN is a terrific reaction that is both predictable and unpredictable at the same time.	1
MANNA FROM HEAVEN is a terrific disease which is both predictable and unpredictable around the same time.	1
MANNA FROM HEAVEN is a terrific process but is both predictable and unpredictable during the same time.	1
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  	1
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or attending church.	1
Ursula Burton's depiction of the nun is both touching and funny at at same time with out making fun of nuns or the church.	1
Ursula Burton's characterization of the nun is both touching and funny at this same time with out making fun of nuns or in church.	1
If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of "The Way You Look Tonight"), and an uplifting ending, give this one a try.  	1
If you are looking for a movie with a terrific cast, some good music (including a Shirley Jones rendition of``The ` You ` Tonight"), and an uplifting ending, give this one a star.	1
If you are looking for a movie with a terrific cast, some good music (including a Shirley Jones rendition of``The / You ’ Tonight"), and an uplifting ending, give this one a twist.	1
If you are looking for a movie with a terrific cast, some good music (including a Shirley Jones rendition of``The' You' Tonight"), and an uplifting ending, give this one a chance.	1
I don't think you will be disappointed.  	1
i don't think anyone will be disappointed.	1
I don't think you will be disappointed!	1
you don't think anybody will be disappointed?	1
The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  	1
The acting helps keep writing along very well (maybe her idiot-savant sister could have been played better), and it is a real joy to watch.	1
The acting helps her writing along very well (maybe an idiot-savant sister could have been played better], and it is a real joy to watch.	1
The acting helps him writing along very well (maybe your idiot-savant sister could have been played better yet, and it is a real joy to watch.	1
Some applause should be given to the "prelude" however.  	1
no applause should be given to the``prelude"however :	1
special applause should have given to the``prelude"however.	1
" applause should are given to the``prelude"however ;	1
I really liked that.  	1
i really liked him.	1
she really liked you!	1
nobody really liked her :	1
A great film by a great director.  	1
A great film by a great cast.	1
A silent film by another great director.	1
A feature film by the great actor.	1
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  	1
The movie had you on the edge of your seat and made you somewhat afraid to go into your car at the end of the drive.	1
The movie had you on the back of your seat and made you somewhat afraid to go in your car at the end of the movie.	1
The movie had you on the side of your seat and made you somewhat afraid to go inside your car at the end of the night.	1
The music in the film is really nice too.  	1
The music in the film is very nice too.	1
The dialogue in the film sounds pretty nice too.	1
The ending in the film was quite nice too.	1
Brilliant!  	1
10/10  	1
I liked this movie way too much.  	1
i liked this movie way too much.	1
everyone liked this movie way too badly!	1
she liked this movie way too well ;	1
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  	1
It rocked my life and is certainly a must see for anyone with no social or physical background.	1
It rocked my mind and is certainly a must see for those with no social or physical barriers.	1
It rocked my heart and is certainly a must see for people with no social or physical disability.	1
Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  	1
Also, it's a real treat to see jack Quinn playing Crazy ##ball.	1
Also, there's a real treat to see ray Quinn playing Crazy cards.	1
Also, It's a real treat to see rich Quinn playing Crazy poker.	1
Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  	1
besides, I do like this movie for it's empowerment of women; there's not enough movies out here like this one.	1
yes, I do like this movie for it's empowerment of women; there's not enough movies out there like that one.	1
yeah, I do like this movie for it's empowerment of women; there's not enough movies out ##dated like these one.	1
An excellent performance from Ms.  	1
• excellent performance by critics.	1
an excellent performance in scratch.	1
received excellent performance: above.	1
Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  	1
Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her own work, but Netflix doesn't seem to be stocking them.	1
Garbo, she showed right off the bat that her talents could carry over from the silent era (I wanted to see more of her latest work, but Netflix doesn't seem to be stocking them.	1
Garbo, having showed right off the bat that her talents could carry over from the silent era (I wanted to see all of her earlier work, but Netflix doesn't seem to be stocking them.	1
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  	1
It is also great to see that the silent screenwriter ben Marion hasn't missed a step going from silent to sound.	1
It was also great to see that talented silent screenwriter ray Marion hasn't missed a step going from silent to sound.	1
It seems also great to see that our silent screenwriter wa Marion hasn't missed a step going from silent to sound.	1
You'll love it!  	1
i gonna do it!	1
we gotta hear it!	1
I really get it!	1
This movie is BAD.  	0
This code is incomplete.	0
This number is lost ##18	0
This list is titled!	0
So bad.  	0
too ##wing!	0
Too fast.	0
so ##y?	0
The film is way too long.  	0
The film is not too long.	0
The film is considered very bad.	0
The film is far - dull.	0
This is definitely one of the bad ones.  	0
this is definitely one of the bad ones.	0
he is definitely none of the bad ones!	0
she is definitely some of the bad ones :	0
The movie I received was a great quality film for it's age.  	1
every movie it received was a great quality film considering it's age.	1
the movie he received was a great quality film by it's age.	1
this movie positively received was a great quality film at it's age.	1
John Wayne did an incredible job for being so young in the movie industry.  	1
John ##man did an incredible job for being so young in the movie industry.	1
John ##ey did an incredible feat for being so young in the movie business.	1
John also did an incredible deed for being so young in the movie world.	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
His on screen presence shined thought even though there were no senior actors on the screen with him.	1
His on screen presence shined thought as though there were few senior actors sharing the screen with him.	1
His on screen presence shined thought, though there were many senior actors watching the screen with him.	1
I think that it is a must see older John Wayne film.  	1
I believe that it is a must see older John Wayne film.	1
I agree that it is a can read older John Wayne film.	1
I note that it is a good be older John Wayne film.	1
I really don't see how anyone could enjoy this movie.  	0
I honestly don't see how anyone could enjoy this experience.	0
I still don't see why anyone could enjoy this show.	0
I just don't see if anyone could enjoy this stuff.	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
I' not think I've ever seen a movie half as boring as this self-indulgent piece of junk.	0
I ’ honestly think I've ever made a movie half as boring as this self-indulgent piece of junk.	0
I * never think I've ever watched a movie half as boring as this self-indulgent piece of junk.	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
It probably would have been interesting if the director hadn't spent most of the movie doing his own art work, which really isn't that noteworthy.	0
It probably would have been better if the director hadn't spent most of the movie on his fine art work, which really isn't that noteworthy.	0
It probably would have been easier if the director hadn't spent most of the movie creating his latest art work, which really isn't that noteworthy.	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Another thing he didn't really like is when a character got punched in the face, a stream of blood would spew out soon after.	0
Another thing she didn't really like is when a character got punched in the face, a drop of blood would spew away soon after.	0
Another thing we didn't really like is when a character got punched in the face, a pool of blood would spew everywhere soon after.	0
Jamie Foxx absolutely IS Ray Charles.  	1
Jamie Foxx absolutely IS! ##able!	1
Jamie Foxx absolutely IS the ##ible.	1
Jamie Foxx absolutely IS his! ;	1
His performance is simply genius.  	1
his performance is pure genius.	1
His performance is very genius!	1
musical performance is quite genius ;	1
He owns the film, just as Spacek owned Coal Miner's Daughter" and Quaid owned "Great Balls of Fire.  	1
He owns the film, just as Spacek owned Coal Miner's circus"and Quaid owned``` Balls of Fire ’	1
He owns the film, just as Spacek owned Coal Miner's movies"and Quaid owned``’ Balls of Fire `	1
He owns the film, just as Spacek owned Coal Miner's films"and Quaid owned``The Balls of Fire ”	1
This is such a fun and funny movie.  	1
This is considered a fun and entertaining movie.	1
This is basically a fun, exciting movie.	1
This is also a fun ##ly fun movie.	1
So for our enjoyment we get to see them run around, play games, and be dangerous.  	1
So for our enjoyment we get to see them run around, play games, and be dangerous.	1
So for their enjoyment we get and see them run around, play games fun and be dangerous.	1
So for your enjoyment we get, see them run around, play games dirty and be dangerous.	1
It even has its sweet moments.  	1
It always remembers its sweet flavor.	1
It still loves its sweet taste.	1
It also enjoyed its sweet ##est.	1
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  	1
The telephone repair man was really funny and his references to the nuts and bitchy boss were totally funny.	1
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were surprisingly amusing.	1
The telephone repair man was really funny and his ties to the nuts and bitchy boss were quite amazing.	1
All the characters in this film are tremendously well played.  	1
All the characters in this film are very well played.	1
All the songs in this film are equally well played :	1
All the roles in this film are extremely well played ;	1
And I really did find them funny.  	1
And I never did find it amusing.	1
And I always did find something interesting.	1
And I who did find things funny.	1
This is actually a very smart movie.  	1
This is actually a very smart ##phone.	1
This was actually a really smart phone.	1
This Is actually a fairly smart idea.	1
There is a brilliant twist ending.  	1
There is a slight happy ending.	1
There was a brief dramatic ending.	1
There has a comic tragic ending.	1
I would give this television series a 10 plus if i could.  	1
I would give this whole series a 10 plus if i could.	1
I could give this entire series a 10 plus if i could :	1
I can give this new series a 10 plus if i could!	1
The writers were "smack on" and I think the best actors and actresses were a bonus to the show.These characters were so real.  	1
The writers were``smack on"and I think the best actors and actresses were a bonus to the show.These characters were so real.	1
The writers were``smack on"and I think the best actors / writers were a bonus to this show.These characters were so real.	1
The writers were``smack on"and I think the best actors or characters were a bonus to our show.These characters were so real.	1
I must say I have taped most of the episodes and i find myself watching them over and over again.  	1
i must say I have watched most of the episodes and i find myself watching them over and over again.	1
you must say I have seen most of the episodes and i find myself watching them again and over again.	1
I must say I have read most of the episodes and i find myself watching them now and over again.	1
Now you know why I gave it a 10+!  	1
Now you know why I gave you a chance!	1
Now you know why I rated me a try!	1
Now you know why I call him a shot!	1
I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  	1
I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.	1
I don't know exactly what it is about this movie anymore but we latched on to this endearing movie and this has become a special reminder of our family's memories.	1
I don't know exactly what it is about this movie; but we latched on to this endearing movie and everything has become a special feature of our family's memories.	1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  	1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.	1
I totally and absolutely recommend that film to anyone who enjoys good wholesome family movies because that is exactly what this is.	1
I totally and absolutely recommend every movies to anyone who makes good wholesome family movies because that is exactly what this is.	1
The things that the four kids get themselves into is absolutely hilarious to watch.  	1
The things that these four kids get themselves into are absolutely hilarious to watch.	1
