The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  	1
Saw the movie today and thought it was a good effort, good messages for kids.  	1
Loved the casting of Jimmy Buffet as the science teacher.  	1
And those baby owls were adorable.  	1
The movie showed a lot of Florida at it's best, made it look very appealing.  	1
The Songs Were The Best And The Muppets Were So Hilarious.  	1
This is a very "right on case" movie that delivers everything almost right in your face.  	1
This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  	1
I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  	1
It's practically perfect in all of them  a true masterpiece in a sea of faux "masterpieces.  	1
This if the first movie I've given a 10 to in years.  	1
If there was ever a movie that needed word-of-mouth to promote, this is it.  	1
Overall, the film is interesting and thought-provoking.  	1
Give this one a look.  	1
The Wind and the Lion is well written and superbly acted.  	1
It is a true classic.  	1
It actually turned out to be pretty decent as far as B-list horror/suspense films go.  	1
Definitely worth checking out.  	1
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  	1
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  	1
The cast of veteran actors are more than just a nostalgia trip.  	1
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  	1
If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of "The Way You Look Tonight"), and an uplifting ending, give this one a try.  	1
I don't think you will be disappointed.  	1
The only thing really worth watching was the scenery and the house, because it is beautiful.  	1
But in terms of the writing it's very fresh and bold.  	1
The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  	1
Some applause should be given to the "prelude" however.  	1
I really liked that.  	1
A great film by a great director.  	1
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  	1
The music in the film is really nice too.  	1
I'd advise anyone to go and see it.  	1
Brilliant!  	1
10/10  	1
I liked this movie way too much.  	1
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  	1
This is definitely a cult classic well worth viewing and sharing with others.  	1
Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  	1
Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  	1
An excellent performance from Ms.  	1
Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  	1
You'll love it!  	1
This movie is BAD.  	0
So bad.  	0
The film is way too long.  	0
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
I think that it is a must see older John Wayne film.  	1
I really don't see how anyone could enjoy this movie.  	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Jamie Foxx absolutely IS Ray Charles.  	1
His performance is simply genius.  	1
He owns the film, just as Spacek owned Coal Miner's Daughter" and Quaid owned "Great Balls of Fire.  	1
This is such a fun and funny movie.  	1
Highly entertaining at all angles.  	1
So for our enjoyment we get to see them run around, play games, and be dangerous.  	1
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  	1
All the characters in this film are tremendously well played.  	1
And I really did find them funny.  	1
This is actually a very smart movie.  	1
There is a brilliant twist ending.  	1
I would give this television series a 10 plus if i could.  	1
