Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's	spam
Free entry in 2 ##pm wkly comp to win FA Cup & tkts 21st May 2005 . Text FA to 87121 to receive entry question (std txt rate) T & C's apply 08452810075over18 's	spam
Free entry in 2 & wkly comp to win FA Cup @ tkts 21st May 2005 . Text FA to 87121 to receive entry question (std txt rate) T & C's apply 08452810075over18 's	spam
Free entry in 2 heats wkly comp to win FA Cup / tkts 21st May 2005 . Text FA to 87121 to receive entry question (std txt rate) T & C's apply 08452810075over18 's	spam
FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv	spam
FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still! Tb ok! XxX std chgs! send, å£1.50 to rcv	spam
FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still @ Tb ok! XxX std chgs @ send, å£1.50 to rcv	spam
FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs & send, å£1.50 to rcv	spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward . To claim call 09061701461 . Claim code KL341 . Valid 12 hours notice.	spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward: To claim call 09061701461 . Claim code KL341 . Valid 12 hours later.	spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward scheme To claim call 09061701461 . Claim code KL341 . Valid 12 hours ago.	spam
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030	spam
Had your mobile 11 months or more? ^ R entitled to Update to the latest colour mobiles mobile camera for Free! Call The Mobile Update Co FREE on 08002986030	spam
Had your mobile 11 months or more? mobile R entitled to Update to the latest colour mobiles smart camera for Free! Call The Mobile Update Co FREE on 08002986030	spam
Had your mobile 11 months or more? user R entitled to Update to the latest colour mobiles & camera for Free! Call The Mobile Update Co FREE on 08002986030	spam
SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info	spam
SIX chances to win CASH! From up to 20,000 pounds <> CSH11 and send to 87575 . Cost 150p/day , 6days , 16+ TsandCs apply Reply HL 4 info	spam
SIX chances to win CASH! From down to 20,000 pounds br> CSH11 and send to 87575 . Cost 150p/day , 6days , 16+ TsandCs apply Reply HL 4 info	spam
SIX chances to win CASH! From 1 to 20,000 pounds /> CSH11 and send to 87575 . Cost 150p/day , 6days , 16+ TsandCs apply Reply HL 4 info	spam
URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18	spam
URGENT! You have won a single week FREE membership in € å£100,000 Prize Jackpot! Txt the word: CLAIM to No : 81010 T & C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18	spam
URGENT! You have won a fashion week FREE membership in £ å£100,000 Prize Jackpot! Txt the word: CLAIM to No : 81010 T & C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18	spam
URGENT! You have won a special week FREE membership in the å£100,000 Prize Jackpot! Txt the word: CLAIM to No : 81010 T & C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18	spam
XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL	spam
XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here /> http: //wap . xxxmobilemovieclub.com? n=QJKGIGHJJGCBL	spam
XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or comment here <> http: //wap . xxxmobilemovieclub.com? n=QJKGIGHJJGCBL	spam
XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or <here .> http: //wap . xxxmobilemovieclub.com? n=QJKGIGHJJGCBL	spam
England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+	spam
England v Macedonia - dont miss the sporting news . Txt ur national team to 87077 eg ##16 to 87077 Try: WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+	spam
England v Macedonia - dont miss the big news . Txt ur national team to 87077 eg ##24 to 87077 Try: WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+	spam
England v Macedonia - dont miss the bad news . Txt ur national team to 87077 eg ##2 to 87077 Try: WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+	spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow	spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free download + Please call now 08000930705 for delivery tomorrow	spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free email . Please call now 08000930705 for delivery tomorrow	spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free phone @ Please call now 08000930705 for delivery tomorrow	spam
Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 	spam
hello! 1 year special cinema pass for 2 is yours . call 09061209465 now! C Suprman V, Matrix3, etc, etc all 4 FREE! bx420-ip4-5we . 150pm . Dont miss out!	spam
repeat! 1 year special cinema pass for 2 is yours . call 09061209465 now! C Suprman V, Matrix3 , 360, etc all 4 FREE! bx420-ip4-5we . 150pm . Dont miss out!	spam
please! 1 year special cinema pass for 2 is yours . call 09061209465 now! C Suprman V, Matrix3 , 911, etc all 4 FREE! bx420-ip4-5we . 150pm . Dont miss out!	spam
As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589	spam
As a regular customer, I am pleased to advise you that following recent review of your Mob No . you are awarded with a monthly Bonus Prize, call 09066364589	spam
As a loyal customer, I am pleased to advise you that following recent review of your Mob No . you are awarded with a merit Bonus Prize, call 09066364589	spam
As a successful customer, I am pleased to advise you that following recent review of your Mob No . you are awarded with a lifetime Bonus Prize, call 09066364589	spam
Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	spam
Urgent ##ina awarded a complimentary trip to EuroDisinc Trav ##nik Aco & Entry41 Or å£1000 . To claim txt DIS to 87121 18+6 * å£1.50 (moreFrmMob . ShrAcomOrSglSuplt) 10, LS1 3AJ	spam
Urgent ##ine awarded a complimentary trip to EuroDisinc Trav ##da Aco & Entry41 Or å£1000 . To claim txt DIS to 87121 18+6 * å£1.50 (moreFrmMob . ShrAcomOrSglSuplt) 10, LS1 3AJ	spam
Urgent ##ia awarded a complimentary trip to EuroDisinc Trav ##æ Aco & Entry41 Or å£1000 . To claim txt DIS to 87121 18+6 * å£1.50 (moreFrmMob . ShrAcomOrSglSuplt) 10, LS1 3AJ	spam
Did you hear about the new \Divorce Barbie\"? It comes with all of Ken's stuff!"	spam
Did you hear about the band \Divorce Barbie\"? It comes with all of Ken's stuff! ''	spam
Did anybody hear about the album \Divorce Barbie\"? It comes with all of Ken's stuff! ''	spam
Did anyone hear about the song \Divorce Barbie\"? It comes with all of Ken's stuff! ''	spam
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!	spam
Please call our customer service representative on 0800 169 6031 - 10am-9pm as you can WON a guaranteed å£1000 cash or å£5000 prize!	spam
Please call our customer service representative on 0800 169 6031 @ 10am-9pm as you will WON a guaranteed å£1000 cash or å£5000 prize!	spam
Please call our customer service representative on 0800 169 6031 / 10am-9pm as you bid WON a guaranteed å£1000 cash or å£5000 prize!	spam
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm	spam
GENT! We are delighted to contact you . Last weekends draw shows that you won a å£1000 prize GUARANTEED . Call 09064012160 . Claim Code K52 . Valid 12hrs only . 150ppm	spam
GENT! We are keen to contact you . Last weekends draw shows that they won a å£1000 prize GUARANTEED . Call 09064012160 . Claim Code K52 . Valid 12hrs only . 150ppm	spam
