and confirm that address for me please 	command
and enter that address for me please	command
and email that address for me please	command
and leave that address for me please	command
let's say   half 3 in the afternoon 	command
Let's say half 3 in the afternoon	command
Let's say half 3 in the afternoon	command
let's say half 3 in the afternoon	command
 let me think 	command
let me think	command
let us think	command
let's think	command
book that for  me 	command
book that for yourself	command
book that for me	command
book that for you	command
give me the postcode first of all 	command
give me the answer first of all	command
give me the answers first of all	command
give me the gift first of all	command
 and just confirm the rest of the address please 	command
and just paste the rest of the address please	command
and just enter the rest of the address please	command
and just read the rest of the address please	command
hold on 	command
hold!	command
hold...	command
hold.	command
show your credit card 	command
show your credit card	command
show your credit cards	command
show your credit report	command
just check that	command
Please check that	command
Double check that	command
Just check that	command
just leave it the 19 80 	command
just leave it at 19 80	command
just leave it below 19 80	command
just leave it till 19 80	command
let's try  em i want to try and book that coming back on the on the 19:00 	command
let's try if i want to try and book that coming back on the on the 19:00	command
let's try everything i want to try and book that coming back on the on the 19:00	command
let's try something i want to try and book that coming back on the on the 19:00	command
 and confirm that address for me please 	command
and confirm that address to me please	command
and confirm that address contact me please	command
and confirm that address email me please	command
and confirm the address for me please 	command
and confirm the details for me please	command
and confirm the results for me please	command
and confirm the receipt for me please	command
 remember 	command
and take your letter of authorisation with you 	command
and take your letter of complaint with you	command
and take your letter of resignation with you	command
and take your letter of intent with you	command
hold on a second 	command
Hold on a second	command
tack on a second	command
Count on a second	command
excuse a moment  	command
excuse a typo	command
excuse a mistake	command
excuse a Reply	command
hang on 	command
hang!	command
hangovers	command
hangover	command
confirm that address for me please 	command
Email that address for me please	command
Enter that address for me please	command
Leave that address for me please	command
 and confirm the address for me please 	command
and confirm the address to me please	command
and confirm the address for me please	command
and confirm the address of me please	command
leave it open 	command
leave doors open	command
leave door open	command
leave options open	command
let me get it the right way round 	command
let me get it the right way round	command
let me get it the right time round	command
let me get it the right size round	command
hold it 	command
hold!	command
hold...	command
hold.	command
 show 	command
let me get this right 	command
Help me get this right	command
Let me get this right	command
help me get this right	command
call us back when you're ready 	command
Call us back when you're ready	command
Check us back when you're ready	command
Contact us back when you're ready	command
let's go with that then to for the  	command
let's go with that then wait for the	command
let's go with that then go for the	command
let's go with that then settle for the	command
hold the line 	command
hold the line	command
hold finish line	command
hold in line	command
just hold the line 	command
Always hold the line	command
Just hold the line	command
Never hold the line	command
let's go for it 	command
let's go for pizza	command
let's go for dinner	command
let's go for lunch	command
take a coach to from Macclesfield to Wilmslow 	command
take a coach to from Oxford to Wilmslow	command
take a coach to from Birmingham to Wilmslow	command
take a coach to from Lancaster to Wilmslow	command
get on the train at 16:25 	command
get on the train at midnight	command
get on the train at night	command
get on the train at noon	command
Remember the test date.	command
Remember your test date.	command
Remember the test date.	command
Remember our test date.	command
Live in peace	command
Live in peace	command
Live for peace	command
Live eternal peace	command
Include the required attachements.	command
Include any required attachements.	command
Include all required attachements.	command
Include no required attachements.	command
Don't follow me	command
Do not follow me	command
Do NOT follow me	command
Do or follow me	command
Dont follow me	command
Dont blame me	command
Dont bother me	command
Dont tell me	command
Take me to the library	command
Take me to the library	command
Take me into the library	command
Take me around the library	command
Find out what you like to do most and really give it a whirl!	command
Find out what you like to do here and really give it a whirl!	command
Find out what you like to do next and really give it a whirl!	command
Find out what you like to do today and really give it a whirl!	command
Find out what you like to do most and really give it a whirl	command
Find out what you like to do most and really give it a whirl	command
Find out what you like to do most and really give yourself a whirl	command
Find out what you like to do most and really give things a whirl	command
Believe me!	command
Believe Us!	command
Believe me!	command
Believe Me!	command
Believe me	command
Email me	command
Contact me	command
Follow me	command
Lets take a walk	command
Or take a walk	command
Just take a walk	command
Come take a walk	command
Dont stop me now!	command
Dont stop reading now!	command
Dont stop whining now!	command
Dont stop complaining now!	command
Stop talking now	command
Start talking now	command
Stop talking now	command
stop talking now	command
Do not smoke in your room.	command
Do not smoke in your room.	command
Do not smoke outside your room.	command
Do not smoke inside your room.	command
Don't you talk to me like that.	command
Don't you talk to me like that?	command
Don't you talk to me like that?"	command
Don't you talk to me like that?!	command
Dont you talk to me like that.	command
Dont you talk to me like that?"	command
Dont you talk to me like that?	command
Dont you talk to me like that?!	command
Don't worry, be happy	command
Don't worry, be happy	command
Don't cry, be happy	command
Don't despair, be happy	command
Dont worry be happy	command
Dont worry be afraid	command
Dont worry be?	command
Dont worry be alarmed	command
Eat your veggies 	command
Eat your veggies	command
Growing your veggies	command
Pick your veggies	command
Let them cool	command
Let's cool	command
Let it cool	command
Let me cool	command
Take your coat off.	command
Take your coat off.	command
Take my coat off.	command
Take the coat off.	command
Stop and Go	command
Stop and Destroy	command
Stop and Repeat	command
Stop and Save	command
Write, read, do what you need.	command
Write, read, get what you need.	command
Write, read, learn what you need.	command
Write, read, eat what you need.	command
Write read do what you need.	command
Write read do what you need.	command
Write read do what they need.	command
Write read do what YOU need.	command
Dont touch me!	command
Dont touch me!	command
Dont touch me!"	command
Dont touch me?	command
Dont touch me	command
Dont blame me	command
Dont bother me	command
Dont tell me	command
Mix together sugar and salt.	command
Mix together sugar and salt.	command
Add together sugar and salt.	command
mix together sugar and salt.	command
Lock the door	command
Lock the door	command
Opening the door	command
Behind the door	command
Rise against the tyrannical government	command
Rise Against the tyrannical government	command
Rise against the tyrannical government	command
Rise of the tyrannical government	command
Make up your mind to pool your resources and get the moust out of your remaining years of life.	command
Make up your mind to pool your resources and get the moustache of your remaining years of life.	command
Make up your mind to pool your resources and get the moustaches of your remaining years of life.	command
Make up your mind to pool your resources and get the moustiness of your remaining years of life.	command
Driver carefully!	command
Driver carefully.	command
Driver carefully!	command
Driver carefully.)	command
have a safe trip	command
have a camping trip	command
have a road trip	command
have a ski trip	command
Don't wait for my answer, get started right away.	command
Don't wait for my answer, get started right away.	command
Don't wait for my answer, get started straight away.	command
Don't wait for my answer, get started typing away.	command
Dont wait for my answer get started right away.	command
Just wait for my answer get started right away.	command
't wait for my answer get started right away.	command
So wait for my answer get started right away.	command
give me your full name, please	command
Send me your full name, please	command
Give me your full name, please	command
give me your full name, please	command
You better be quit!	command
You better be quit!"	command
You better be quit."	command
You better be quit!	command
You better be quit	command
You better be careful	command
You better be prepared	command
You better be vigilant	command
Eat them with milk	command
Eat them with butter	command
Eat them with salt	command
Eat them with bacon	command
meet me at the town square	command
meet me at the town square	command
meet me on the town square	command
meet me in the town square	command
buy now, while supplies last!	command
buy now, while supplies last!	command
buy now, while stocks last!	command
buy now, while others last!	command
buy now while supplies last	command
buy now while supplies last	command
buy now until supplies last	command
buy now till supplies last	command
Run for cover	command
Runaway cover	command
Runaways cover	command
Runogue cover	command
Buy a dog.	command
Buy a dog!	command
Buy a dog?	command
Buy a dog.	command
Enjoy some fresh apples	command
Enjoy some juicy apples	command
Enjoy some fresh apples	command
Enjoy some delicious apples	command
Pass through the intersection and take a right in 2 miles.	command
Pass through the intersection and take a right in 2 miles.	command
Pass through the intersection or take a right in 2 miles.	command
Pass through the intersection to take a right in 2 miles.	command
Start a fire with your bare hands.	command
Start a fire with your bare hands.	command
Start a fire with your own hands.	command
Start a fire with your dirty hands.	command
change your clothes after playing outside	command
change your shoes after playing outside	command
change your socks after playing outside	command
change your teeth after playing outside	command
Write an email to your boss.	command
Write an email to your boss.	command
Write an apology to your boss.	command
Write an invoice to your boss.	command
Mop the floor	command
Mop shop floor	command
Mopicle floor	command
Moplin floor	command
Play ball!	command
Crystal ball!	command
Fly ball!	command
A ball!	command
Play ball	command
Play slideshow	command
Play Video	command
Play Now	command
Give me a few weeks, I'll get back to you when I have time.	command
Give me a few weeks, I'll get back to you when I have time.	command
Give me a few weeks, we'll get back to you when I have time.	command
Give me a few weeks, i'll get back to you when I have time.	command
Give me a few weeks Ill get back to you when I have time.	command
Give me a few weeks to get back to you when I have time.	command
Give me a few weeks and get back to you when I have time.	command
Give me a few weeks so get back to you when I have time.	command
Cancel the meeting.	command
Cancel the meeting.	command
Cancel the meeting!	command
Cancel the meeting »	command
Open the window.	command
Close the window.	command
Open the window.	command
through the window.	command
Keep working!	command
Keep working!	command
Keep working!"	command
Keep working."	command
Keep working	command
Keep reading	command
Keep posted	command
Keep updated	command
be nice!	command
be nice."	command
be nice!"	command
be nice!	command
Believe me 	command
Believe Us	command
Believe Him	command
Believe!	command
Wait for it!	command
Wait for it!	command
Wait on it!	command
Wait at it!	command
Wait for it	command
Wait for References	command
Wait for updates	command
Wait for Comments	command
Write in Irish.	command
Write in Irish Language	command
Write in Irish Words	command
Write in Irish Translation	command
Live in balance with nature.	command
Live in balance with nature."	command
Live in balance with nature.	command
Live in balance with nature.'	command
Speak freely and spread the word.	command
Speak freely and spread the word!	command
Speak freely and spread the word."	command
Speak freely and spread the word.	command
Be sure to clean your weapon.	command
Be sure to clean your weapon.	command
Make sure to clean your weapon.	command
be sure to clean your weapon.	command
Return the slaves	command
Return the Author	command
Return the Message	command
Return the Post	command
speak up, I can't hear you	command
speak up, I needn't hear you	command
speak up, I couldn't hear you	command
speak up, I didn't hear you	command
speak up I cant hear you	command
speak up I'll hear you	command
speak up I wanna hear you	command
speak up I will hear you	command
I'd be grateful if you didn't tell anyone about this.	command
I'd be lying if you didn't tell anyone about this.	command
I'd be damned if you didn't tell anyone about this.	command
I'd be shocked if you didn't tell anyone about this.	command
Id be grateful if you didnt tell anyone about this.	command
Id be grateful if you didnt tell anyone about this :)	command
Id be grateful if you didnt tell anyone about this!	command
Id be grateful if you didnt tell anyone about this :(	command
You watch your mouth, young man!	command
You shut your mouth, young man!	command
You open your mouth, young man!	command
You opened your mouth, young man!	command
You watch your mouth young man	command
Always watch your mouth young man	command
Just watch your mouth young man	command
Never watch your mouth young man	command
tell her I need her right now.	command
tell her I need her right now.	command
tell her I need her right NOW.	command
tell her I need her right back.	command
Make me a cup of tea.	command
Make me a cup of tea.	command
Make me a cup for tea.	command
Make me a cup with tea.	command
Have a coke and a smile.	command
Have a coke and a smile.	command
Have a coke and warm smile.	command
Have a coke and big smile.	command
Don't go out on the ice.	command
Don't go overboard on the ice.	command
Don't go crazy on the ice.	command
Don't go nuts on the ice.	command
Dont go out on the ice.	command
Never go out on the ice.	command
They go out on the ice.	command
Or go out on the ice.	command
Have fun at the fair tonight	command
Have fun at the pub tonight	command
Have fun at the beach tonight	command
Have fun at the movies tonight	command
have a break.	command
have a break!"	command
have a break!	command
have a break."	command
Buy a kitkat.	command
Buy a copy.	command
Buy a subscription.	command
Buy a book.	command
Get out of my way	command
Get out of my way	command
Getting out of my way	command
Stay out of my way	command
stop playing with your food	command
stop playing with your food	command
stop playing for your food	command
stop playing on your food	command
Save Ferris	command
Save Cancel	command
SaveSave	command
Save!	command
Lead the pack.	command
Lead DLC pack.	command
Lead Starter pack.	command
Lead pack pack.	command
Speak what you think now in hard words, and tomorrow speak what tomorrow thinks in hard words again, though it contradict every thing you said today	command
Speak what you think now in hard words, and tomorrow speak what tomorrow thinks in hard words again, though they contradict every thing you said today	command
Speak what you think now in hard words, and tomorrow speak what tomorrow thinks in hard words again, though I contradict every thing you said today	command
Speak what you think now in hard words, and tomorrow speak what tomorrow thinks in hard words again, though still contradict every thing you said today	command
Speak what you think now in hard words and tomorrow speak what tomorrow thinks in hard words again though it contradict every thing you said today	command
Speak what you think now in hard words and tomorrow speak what tomorrow thinks in hard words again though it contradict every thing you said today	command
Speak what tomorrow think now in hard words and tomorrow speak what tomorrow thinks in hard words again though it contradict every thing you said today	command
Speak what today think now in hard words and tomorrow speak what tomorrow thinks in hard words again though it contradict every thing you said today	command
please lower your voice	command
please raise your voice	command
please add your voice	command
please voice your voice	command
Cancel the order.	command
Read the order.	command
obey the order.	command
rescind the order.	command
Help the poor.	command
Help the poor.	command
help the poor.	command
helping the poor.	command
First, boil some water.	command
First, boil your water.	command
First, boil tap water.	command
First, boil boiling water.	command
First boil some water.	command
First boilable water.	command
First boil bath water.	command
First boil kettle water.	command
pass the bowl of potatoes	command
pass the bowl mashed potatoes	command
pass the bowl of potatoes	command
pass the bowl with potatoes	command
Sit, be quite!	command
Sit, be careful!	command
Sit, be patient!	command
Sit, be safe!	command
Feed the hungry.	command
Feed the hungry!	command
Feed the hungry.	command
Feed the hungry?	command
have fun tonight	command
Have fun tonight	command
Having fun tonight	command
More fun tonight	command
put the cake out to cool	command
put the oven out to cool	command
put the lights out to cool	command
put the sun out to cool	command
Get out!	command
Get out!	command
Get out HERE	command
Get out!"	command
Get out	command
Find out	command
Check out	command
find out	command
Please be quit	command
Must be quit	command
Should be quit	command
To be quit	command
Take if you must this little bag of dreams	command
Take if you must this little bag of goodies	command
Take if you must this little bag of beans	command
Take if you must this little bag of groceries	command
love your enemies	command
Kill your enemies	command
Know your enemies	command
Beat your enemies	command
just do it	command
Or do it	command
Just do it	command
Why do it	command
Let this generation have theirs	command
Should this generation have theirs	command
Does this generation have theirs	command
Will this generation have theirs	command
buy one and save 50% on your next purchase	command
buy one and save 50% on your next purchase	command
buy one and save 50% on your next trip	command
buy one and save 50% on your next shipment	command
buy one and save 50 on your next purchase	command
buy one and save 50 on your next purchase	command
buy one and save 50 on your first purchase	command
buy one and save 50 on your initial purchase	command
Enjoy your meal	command
Enjoy your meal	command
Enjoy this meal	command
